,Start_T,End_T,Start_St_ID,End_St_ID,Dist,Car_ID,Cust_ID
187,19/05/2023 13:24:23,19/05/2023 13:25:56,BSG_31,BSG_39,723,CAR4,CUST4
188,19/05/2023 13:24:24,19/05/2023 13:53:58,BSG_31,BSG_40,22147,CAR4,CUST4
189,19/05/2023 13:24:25,19/05/2023 13:27:26,BSG_32,BSG_31,1451,CAR4,CUST4
190,19/05/2023 13:24:26,19/05/2023 13:28:04,BSG_32,BSG_33,1628,CAR4,CUST4
191,19/05/2023 13:24:27,19/05/2023 13:25:14,BSG_32,BSG_34,335,CAR4,CUST4
192,19/05/2023 13:24:28,19/05/2023 13:27:03,BSG_32,BSG_35,1182,CAR4,CUST4
193,19/05/2023 13:24:29,19/05/2023 13:26:24,BSG_32,BSG_36,679,CAR4,CUST4
194,19/05/2023 13:24:30,19/05/2023 13:27:04,BSG_32,BSG_37,1243,CAR4,CUST4
195,19/05/2023 13:24:31,19/05/2023 13:45:52,BSG_32,BSG_38,15419,CAR4,CUST4
196,19/05/2023 13:24:31,19/05/2023 13:26:27,BSG_32,BSG_39,901,CAR4,CUST4
197,19/05/2023 13:24:33,19/05/2023 13:54:10,BSG_32,BSG_40,23341,CAR4,CUST4
198,19/05/2023 13:24:33,19/05/2023 13:25:25,BSG_33,BSG_31,351,CAR4,CUST4
199,19/05/2023 13:24:34,19/05/2023 13:25:40,BSG_33,BSG_32,572,CAR4,CUST4
200,19/05/2023 13:24:35,19/05/2023 13:25:49,BSG_33,BSG_34,640,CAR4,CUST4
201,19/05/2023 13:24:36,19/05/2023 13:27:41,BSG_33,BSG_35,1507,CAR4,CUST4
202,19/05/2023 13:24:37,19/05/2023 13:26:59,BSG_33,BSG_36,984,CAR4,CUST4
203,19/05/2023 13:24:38,19/05/2023 13:27:39,BSG_33,BSG_37,1548,CAR4,CUST4
204,19/05/2023 13:24:40,19/05/2023 13:45:41,BSG_33,BSG_38,15200,CAR4,CUST4
205,19/05/2023 13:24:40,19/05/2023 13:27:03,BSG_33,BSG_39,1206,CAR4,CUST4
206,19/05/2023 13:24:41,19/05/2023 13:54:01,BSG_33,BSG_40,23141,CAR4,CUST4
207,19/05/2023 13:24:42,19/05/2023 13:26:56,BSG_34,BSG_31,1116,CAR4,CUST4
208,19/05/2023 13:24:43,19/05/2023 13:27:32,BSG_34,BSG_32,1436,CAR4,CUST4
209,19/05/2023 13:24:44,19/05/2023 13:27:35,BSG_34,BSG_33,1294,CAR4,CUST4
210,19/05/2023 13:24:45,19/05/2023 13:26:42,BSG_34,BSG_35,849,CAR4,CUST4
211,19/05/2023 13:24:46,19/05/2023 13:25:54,BSG_34,BSG_36,344,CAR4,CUST4
212,19/05/2023 13:24:47,19/05/2023 13:26:34,BSG_34,BSG_37,908,CAR4,CUST4
213,19/05/2023 13:24:48,19/05/2023 13:45:40,BSG_34,BSG_38,14054,CAR4,CUST4
214,19/05/2023 13:24:48,19/05/2023 13:25:58,BSG_34,BSG_39,566,CAR4,CUST4
215,19/05/2023 13:24:49,19/05/2023 13:54:06,BSG_34,BSG_40,21977,CAR4,CUST4
216,19/05/2023 13:24:50,19/05/2023 13:28:10,BSG_35,BSG_31,1473,CAR4,CUST4
217,19/05/2023 13:24:51,19/05/2023 13:28:30,BSG_35,BSG_32,1828,CAR4,CUST4
218,19/05/2023 13:24:52,19/05/2023 13:28:41,BSG_35,BSG_33,1781,CAR4,CUST4
219,19/05/2023 13:24:53,19/05/2023 13:28:39,BSG_35,BSG_34,1642,CAR4,CUST4
220,19/05/2023 13:24:54,19/05/2023 13:27:56,BSG_35,BSG_36,1220,CAR4,CUST4
221,19/05/2023 13:24:54,19/05/2023 13:26:43,BSG_35,BSG_37,711,CAR4,CUST4
222,19/05/2023 13:24:55,19/05/2023 13:45:56,BSG_35,BSG_38,13894,CAR4,CUST4
223,19/05/2023 13:24:56,19/05/2023 13:27:13,BSG_35,BSG_39,939,CAR4,CUST4
224,19/05/2023 13:24:57,19/05/2023 13:54:12,BSG_35,BSG_40,21815,CAR4,CUST4
225,19/05/2023 13:24:58,19/05/2023 13:26:24,BSG_36,BSG_31,499,CAR4,CUST4
226,19/05/2023 13:24:59,19/05/2023 13:27:00,BSG_36,BSG_32,819,CAR4,CUST4
227,19/05/2023 13:25:00,19/05/2023 13:28:45,BSG_36,BSG_33,1530,CAR4,CUST4
228,19/05/2023 13:25:00,19/05/2023 13:26:33,BSG_36,BSG_34,575,CAR4,CUST4
229,19/05/2023 13:25:01,19/05/2023 13:26:41,BSG_36,BSG_35,690,CAR4,CUST4
230,19/05/2023 13:25:02,19/05/2023 13:27:42,BSG_36,BSG_37,1145,CAR4,CUST4
231,19/05/2023 13:25:03,19/05/2023 13:46:48,BSG_36,BSG_38,14291,CAR4,CUST4
232,19/05/2023 13:25:04,19/05/2023 13:27:07,BSG_36,BSG_39,803,CAR4,CUST4
233,19/05/2023 13:25:05,19/05/2023 13:54:05,BSG_36,BSG_40,21818,CAR4,CUST4
234,19/05/2023 13:25:06,19/05/2023 13:26:35,BSG_37,BSG_31,741,CAR4,CUST4
235,19/05/2023 13:25:07,19/05/2023 13:27:12,BSG_37,BSG_32,1061,CAR4,CUST4
236,19/05/2023 13:25:07,19/05/2023 13:27:14,BSG_37,BSG_33,919,CAR4,CUST4
237,19/05/2023 13:25:08,19/05/2023 13:26:45,BSG_37,BSG_34,817,CAR4,CUST4
238,19/05/2023 13:25:09,19/05/2023 13:26:22,BSG_37,BSG_35,489,CAR4,CUST4
239,19/05/2023 13:25:10,19/05/2023 13:27:54,BSG_37,BSG_36,1160,CAR4,CUST4
240,19/05/2023 13:25:11,19/05/2023 13:45:23,BSG_37,BSG_38,13660,CAR4,CUST4
241,19/05/2023 13:25:12,19/05/2023 13:25:33,BSG_37,BSG_39,171,CAR4,CUST4
242,19/05/2023 13:25:13,19/05/2023 13:53:46,BSG_37,BSG_40,21617,CAR4,CUST4
243,19/05/2023 13:25:14,19/05/2023 13:48:28,BSG_38,BSG_31,15659,CAR4,CUST4
244,19/05/2023 13:25:15,19/05/2023 13:48:43,BSG_38,BSG_32,15881,CAR4,CUST4
245,19/05/2023 13:25:16,19/05/2023 13:47:38,BSG_38,BSG_33,15309,CAR4,CUST4
246,19/05/2023 13:25:17,19/05/2023 13:48:41,BSG_38,BSG_34,15737,CAR4,CUST4
247,19/05/2023 13:25:18,19/05/2023 13:48:09,BSG_38,BSG_35,14644,CAR4,CUST4
248,19/05/2023 13:25:18,19/05/2023 13:49:50,BSG_38,BSG_36,16081,CAR4,CUST4
249,19/05/2023 13:25:19,19/05/2023 13:47:40,BSG_38,BSG_37,13873,CAR4,CUST4
250,19/05/2023 13:25:20,19/05/2023 13:47:27,BSG_38,BSG_39,14363,CAR4,CUST4
251,19/05/2023 13:25:21,19/05/2023 13:47:49,BSG_38,BSG_40,12919,CAR4,CUST4
252,19/05/2023 13:25:22,19/05/2023 13:28:15,BSG_39,BSG_31,1260,CAR4,CUST4
253,19/05/2023 13:25:23,19/05/2023 13:28:33,BSG_39,BSG_32,1588,CAR4,CUST4
254,19/05/2023 13:25:24,19/05/2023 13:28:55,BSG_39,BSG_33,1438,CAR4,CUST4
255,19/05/2023 13:25:25,19/05/2023 13:28:26,BSG_39,BSG_34,1336,CAR4,CUST4
256,19/05/2023 13:25:25,19/05/2023 13:26:36,BSG_39,BSG_35,552,CAR4,CUST4
257,19/05/2023 13:25:26,19/05/2023 13:28:02,BSG_39,BSG_36,896,CAR4,CUST4
258,19/05/2023 13:25:27,19/05/2023 13:27:05,BSG_39,BSG_37,797,CAR4,CUST4
259,19/05/2023 13:25:28,19/05/2023 13:46:11,BSG_39,BSG_38,13943,CAR4,CUST4
260,19/05/2023 13:25:29,19/05/2023 13:54:27,BSG_39,BSG_40,21843,CAR4,CUST4
261,19/05/2023 13:25:30,19/05/2023 13:55:14,BSG_40,BSG_31,22813,CAR4,CUST4
262,19/05/2023 13:25:31,19/05/2023 13:55:27,BSG_40,BSG_32,23019,CAR4,CUST4
