,Cust_ID,Event_CreatT,Event_ExpireT,Stat_ID,Status,t
44,CUST20,2021-05-18 13:19:07,2021-05-18 13:52:07,BSG_CUST20,successful,0 days 00:33:00
45,CUST29,2021-05-18 08:00:04,2021-05-18 08:07:04,BSG_CUST29,unsuccessful reservation,0 days 00:07:00
46,CUST32,2021-05-16 06:16:56,2021-05-16 06:44:56,BSG_CUST32,successful,0 days 00:28:00
47,CUST24,2021-05-15 11:29:10,2021-05-15 11:55:10,BSG_CUST24,successful,0 days 00:26:00
48,CUST30,2021-05-15 12:43:46,2021-05-15 13:21:46,BSG_CUST30,unsuccessful reservation,0 days 00:38:00
49,CUST33,2021-05-15 01:28:32,2021-05-15 01:40:32,BSG_CUST33,unsuccessful reservation,0 days 00:12:00
50,CUST34,2021-05-16 00:18:53,2021-05-16 00:28:53,BSG_CUST34,unsuccessful reservation,0 days 00:10:00
51,CUST23,2021-05-17 04:44:33,2021-05-17 05:05:33,BSG_CUST23,successful,0 days 00:21:00
52,CUST30,2021-05-16 18:12:18,2021-05-16 18:31:18,BSG_CUST30,successful,0 days 00:19:00
53,CUST29,2021-05-15 07:42:39,2021-05-15 08:11:39,BSG_CUST29,successful,0 days 00:29:00
54,CUST18,2021-05-15 13:21:23,2021-05-15 13:50:23,BSG_CUST18,successful,0 days 00:29:00
55,CUST21,2021-05-18 14:34:07,2021-05-18 14:59:07,BSG_CUST21,successful,0 days 00:25:00
56,CUST27,2021-05-16 08:29:12,2021-05-16 09:02:12,BSG_CUST27,unsuccessful reservation,0 days 00:33:00
57,CUST16,2021-05-15 01:54:42,2021-05-15 02:18:42,BSG_CUST16,successful,0 days 00:24:00
58,CUST32,2021-05-18 19:03:11,2021-05-18 19:35:11,BSG_CUST32,successful,0 days 00:32:00
59,CUST29,2021-05-18 21:41:23,2021-05-18 21:50:23,BSG_CUST29,unsuccessful reservation,0 days 00:09:00
60,CUST23,2021-05-16 17:06:33,2021-05-16 17:40:33,BSG_CUST23,successful,0 days 00:34:00
61,CUST17,2021-05-16 05:15:38,2021-05-16 05:36:38,BSG_CUST17,unsuccessful reservation,0 days 00:21:00
62,CUST24,2021-05-17 07:47:42,2021-05-17 07:55:42,BSG_CUST24,successful,0 days 00:08:00
63,CUST34,2021-05-18 23:58:21,2021-05-19 00:33:21,BSG_CUST34,unsuccessful reservation,0 days 00:35:00
64,CUST23,2021-05-15 01:26:35,2021-05-15 01:42:35,BSG_CUST23,successful,0 days 00:16:00
65,CUST27,2021-05-16 18:31:58,2021-05-16 19:01:58,BSG_CUST27,unsuccessful reservation,0 days 00:30:00
66,CUST18,2021-05-15 16:44:13,2021-05-15 17:19:13,BSG_CUST18,successful,0 days 00:35:00
67,CUST21,2021-05-17 03:55:47,2021-05-17 04:31:47,BSG_CUST21,unsuccessful reservation,0 days 00:36:00
68,CUST19,2021-05-18 08:35:47,2021-05-18 09:08:47,BSG_CUST19,successful,0 days 00:33:00
69,CUST20,2021-05-15 05:55:09,2021-05-15 06:25:09,BSG_CUST20,unsuccessful reservation,0 days 00:30:00
70,CUST20,2021-05-17 18:26:24,2021-05-17 18:41:24,BSG_CUST20,unsuccessful reservation,0 days 00:15:00
71,CUST31,2021-05-16 07:58:41,2021-05-16 08:32:41,BSG_CUST31,unsuccessful reservation,0 days 00:34:00
72,CUST28,2021-05-15 22:45:14,2021-05-15 23:20:14,BSG_CUST28,successful,0 days 00:35:00
73,CUST27,2021-05-16 16:06:35,2021-05-16 16:28:35,BSG_CUST27,successful,0 days 00:22:00
74,CUST30,2021-05-16 22:30:08,2021-05-16 22:46:08,BSG_CUST30,unsuccessful reservation,0 days 00:16:00
75,CUST31,2021-05-16 23:08:11,2021-05-16 23:30:11,BSG_CUST31,unsuccessful reservation,0 days 00:22:00
76,CUST31,2021-05-17 18:14:29,2021-05-17 18:19:29,BSG_CUST31,successful,0 days 00:05:00
77,CUST34,2021-05-16 11:22:27,2021-05-16 11:38:27,BSG_CUST34,successful,0 days 00:16:00
78,CUST29,2021-05-15 12:14:38,2021-05-15 12:19:38,BSG_CUST29,successful,0 days 00:05:00
79,CUST16,2021-05-17 22:34:02,2021-05-17 23:13:02,BSG_CUST16,successful,0 days 00:39:00
80,CUST32,2021-05-17 07:26:20,2021-05-17 07:40:20,BSG_CUST32,successful,0 days 00:14:00
81,CUST27,2021-05-18 20:20:06,2021-05-18 20:47:06,BSG_CUST27,unsuccessful reservation,0 days 00:27:00
82,CUST31,2021-05-17 06:53:30,2021-05-17 07:29:30,BSG_CUST31,successful,0 days 00:36:00
83,CUST19,2021-05-18 16:50:47,2021-05-18 17:19:47,BSG_CUST19,successful,0 days 00:29:00
84,CUST28,2021-05-16 08:31:29,2021-05-16 08:37:29,BSG_CUST28,unsuccessful reservation,0 days 00:06:00
85,CUST23,2021-05-18 11:04:39,2021-05-18 11:32:39,BSG_CUST23,successful,0 days 00:28:00
86,CUST17,2021-05-17 13:42:49,2021-05-17 14:06:49,BSG_CUST17,successful,0 days 00:24:00
87,CUST23,2021-05-18 18:54:06,2021-05-18 19:18:06,BSG_CUST23,successful,0 days 00:24:00
88,CUST33,2021-05-15 20:27:36,2021-05-15 20:39:36,BSG_CUST33,unsuccessful reservation,0 days 00:12:00
89,CUST27,2021-05-16 10:01:52,2021-05-16 10:28:52,BSG_CUST27,unsuccessful reservation,0 days 00:27:00
90,CUST16,2021-05-15 01:21:14,2021-05-15 01:45:14,BSG_CUST16,unsuccessful reservation,0 days 00:24:00
91,CUST21,2021-05-15 15:07:44,2021-05-15 15:17:44,BSG_CUST21,successful,0 days 00:10:00
92,CUST23,2021-05-16 11:53:28,2021-05-16 12:20:28,BSG_CUST23,unsuccessful reservation,0 days 00:27:00
93,CUST26,2021-05-15 22:53:21,2021-05-15 23:07:21,BSG_CUST26,unsuccessful reservation,0 days 00:14:00
94,CUST16,2021-05-18 21:25:41,2021-05-18 21:44:41,BSG_CUST16,unsuccessful reservation,0 days 00:19:00
95,CUST32,2021-05-15 00:44:23,2021-05-15 00:52:23,BSG_CUST32,successful,0 days 00:08:00
96,CUST24,2021-05-17 01:24:27,2021-05-17 01:36:27,BSG_CUST24,unsuccessful reservation,0 days 00:12:00
97,CUST33,2021-05-16 13:03:22,2021-05-16 13:18:22,BSG_CUST33,unsuccessful reservation,0 days 00:15:00
98,CUST16,2021-05-17 02:17:58,2021-05-17 02:42:58,BSG_CUST16,unsuccessful reservation,0 days 00:25:00
99,CUST18,2021-05-16 21:42:31,2021-05-16 21:48:31,BSG_CUST18,unsuccessful reservation,0 days 00:06:00
100,CUST32,2021-05-15 11:11:49,2021-05-15 11:45:49,BSG_CUST32,successful,0 days 00:34:00
101,CUST18,2021-05-17 19:25:28,2021-05-17 19:55:28,BSG_CUST18,unsuccessful reservation,0 days 00:30:00
102,CUST20,2021-05-15 23:21:55,2021-05-16 00:00:55,BSG_CUST20,unsuccessful reservation,0 days 00:39:00
103,CUST27,2021-05-17 18:44:02,2021-05-17 18:53:02,BSG_CUST27,unsuccessful reservation,0 days 00:09:00
104,CUST27,2021-05-17 02:01:16,2021-05-17 02:37:16,BSG_CUST27,successful,0 days 00:36:00
105,CUST22,2021-05-15 18:52:09,2021-05-15 19:09:09,BSG_CUST22,successful,0 days 00:17:00
106,CUST34,2021-05-17 03:27:04,2021-05-17 03:52:04,BSG_CUST34,successful,0 days 00:25:00
107,CUST28,2021-05-15 03:44:22,2021-05-15 04:12:22,BSG_CUST28,unsuccessful reservation,0 days 00:28:00
108,CUST20,2021-05-17 23:25:22,2021-05-17 23:41:22,BSG_CUST20,unsuccessful reservation,0 days 00:16:00
109,CUST28,2021-05-17 14:36:16,2021-05-17 14:47:16,BSG_CUST28,successful,0 days 00:11:00
110,CUST18,2021-05-18 22:08:52,2021-05-18 22:32:52,BSG_CUST18,unsuccessful reservation,0 days 00:24:00
111,CUST28,2021-05-15 03:28:59,2021-05-15 03:35:59,BSG_CUST28,successful,0 days 00:07:00
112,CUST20,2021-05-18 21:23:29,2021-05-18 21:52:29,BSG_CUST20,successful,0 days 00:29:00
113,CUST19,2021-05-17 10:25:07,2021-05-17 10:49:07,BSG_CUST19,successful,0 days 00:24:00
114,CUST29,2021-05-17 14:04:19,2021-05-17 14:22:19,BSG_CUST29,successful,0 days 00:18:00
115,CUST33,2021-05-18 01:13:03,2021-05-18 01:39:03,BSG_CUST33,successful,0 days 00:26:00
116,CUST19,2021-05-17 19:38:23,2021-05-17 19:52:23,BSG_CUST19,unsuccessful reservation,0 days 00:14:00
117,CUST16,2021-05-16 10:25:08,2021-05-16 10:40:08,BSG_CUST16,unsuccessful reservation,0 days 00:15:00
118,CUST31,2021-05-16 18:58:15,2021-05-16 19:25:15,BSG_CUST31,successful,0 days 00:27:00
119,CUST16,2021-05-15 14:40:54,2021-05-15 14:57:54,BSG_CUST16,successful,0 days 00:17:00
120,CUST23,2021-05-16 02:00:53,2021-05-16 02:27:53,BSG_CUST23,unsuccessful reservation,0 days 00:27:00
121,CUST20,2021-05-17 15:50:34,2021-05-17 15:56:34,BSG_CUST20,unsuccessful reservation,0 days 00:06:00
122,CUST19,2021-05-18 13:55:54,2021-05-18 14:12:54,BSG_CUST19,successful,0 days 00:17:00
123,CUST27,2021-05-16 10:41:37,2021-05-16 10:47:37,BSG_CUST27,successful,0 days 00:06:00
124,CUST25,2021-05-18 04:10:39,2021-05-18 04:32:39,BSG_CUST25,unsuccessful reservation,0 days 00:22:00
125,CUST18,2021-05-18 17:57:19,2021-05-18 18:03:19,BSG_CUST18,successful,0 days 00:06:00
126,CUST19,2021-05-17 08:09:51,2021-05-17 08:25:51,BSG_CUST19,unsuccessful reservation,0 days 00:16:00
127,CUST21,2021-05-15 18:40:41,2021-05-15 18:54:41,BSG_CUST21,unsuccessful reservation,0 days 00:14:00
128,CUST28,2021-05-16 05:43:37,2021-05-16 06:17:37,BSG_CUST28,unsuccessful reservation,0 days 00:34:00
129,CUST16,2021-05-17 09:50:42,2021-05-17 10:04:42,BSG_CUST16,unsuccessful reservation,0 days 00:14:00
130,CUST18,2021-05-16 12:37:38,2021-05-16 13:15:38,BSG_CUST18,unsuccessful reservation,0 days 00:38:00
131,CUST34,2021-05-15 16:41:40,2021-05-15 17:02:40,BSG_CUST34,unsuccessful reservation,0 days 00:21:00
132,CUST24,2021-05-16 13:58:58,2021-05-16 14:24:58,BSG_CUST24,successful,0 days 00:26:00
133,CUST20,2021-05-16 11:16:39,2021-05-16 11:51:39,BSG_CUST20,unsuccessful reservation,0 days 00:35:00
134,CUST33,2021-05-17 06:00:50,2021-05-17 06:12:50,BSG_CUST33,unsuccessful reservation,0 days 00:12:00
135,CUST16,2021-05-18 11:30:02,2021-05-18 11:56:02,BSG_CUST16,unsuccessful reservation,0 days 00:26:00
136,CUST34,2021-05-16 15:51:19,2021-05-16 16:28:19,BSG_CUST34,unsuccessful reservation,0 days 00:37:00
137,CUST19,2021-05-15 21:57:33,2021-05-15 22:19:33,BSG_CUST19,successful,0 days 00:22:00
138,CUST19,2021-05-15 22:58:15,2021-05-15 23:24:15,BSG_CUST19,successful,0 days 00:26:00
139,CUST29,2021-05-15 06:10:47,2021-05-15 06:37:47,BSG_CUST29,successful,0 days 00:27:00
140,CUST33,2021-05-16 14:02:22,2021-05-16 14:18:22,BSG_CUST33,successful,0 days 00:16:00
141,CUST26,2021-05-16 19:28:46,2021-05-16 19:46:46,BSG_CUST26,unsuccessful reservation,0 days 00:18:00
142,CUST34,2021-05-18 11:46:07,2021-05-18 11:56:07,BSG_CUST34,successful,0 days 00:10:00
143,CUST22,2021-05-18 18:30:53,2021-05-18 18:57:53,BSG_CUST22,unsuccessful reservation,0 days 00:27:00
144,CUST24,2021-05-17 10:37:39,2021-05-17 10:55:39,BSG_CUST24,successful,0 days 00:18:00
145,CUST34,2021-05-16 14:17:16,2021-05-16 14:25:16,BSG_CUST34,successful,0 days 00:08:00
146,CUST34,2021-05-15 15:22:13,2021-05-15 15:37:13,BSG_CUST34,successful,0 days 00:15:00
147,CUST33,2021-05-17 16:53:42,2021-05-17 17:15:42,BSG_CUST33,unsuccessful reservation,0 days 00:22:00
148,CUST29,2021-05-17 00:35:36,2021-05-17 01:07:36,BSG_CUST29,successful,0 days 00:32:00
149,CUST16,2021-05-18 21:11:28,2021-05-18 21:49:28,BSG_CUST16,successful,0 days 00:38:00
150,CUST23,2021-05-16 22:07:15,2021-05-16 22:24:15,BSG_CUST23,unsuccessful reservation,0 days 00:17:00
151,CUST18,2021-05-18 08:39:59,2021-05-18 09:08:59,BSG_CUST18,unsuccessful reservation,0 days 00:29:00
152,CUST21,2021-05-15 02:35:31,2021-05-15 03:06:31,BSG_CUST21,successful,0 days 00:31:00
153,CUST25,2021-05-18 23:11:38,2021-05-18 23:28:38,BSG_CUST25,successful,0 days 00:17:00
154,CUST22,2021-05-17 11:38:05,2021-05-17 11:49:05,BSG_CUST22,successful,0 days 00:11:00
155,CUST17,2021-05-16 09:07:55,2021-05-16 09:25:55,BSG_CUST17,unsuccessful reservation,0 days 00:18:00
156,CUST31,2021-05-15 09:18:45,2021-05-15 09:50:45,BSG_CUST31,unsuccessful reservation,0 days 00:32:00
157,CUST27,2021-05-15 17:55:19,2021-05-15 18:01:19,BSG_CUST27,unsuccessful reservation,0 days 00:06:00
158,CUST26,2021-05-16 19:55:15,2021-05-16 20:06:15,BSG_CUST26,successful,0 days 00:11:00
159,CUST29,2021-05-18 10:10:22,2021-05-18 10:25:22,BSG_CUST29,unsuccessful reservation,0 days 00:15:00
160,CUST23,2021-05-17 04:28:21,2021-05-17 04:55:21,BSG_CUST23,unsuccessful reservation,0 days 00:27:00
161,CUST26,2021-05-15 23:58:36,2021-05-16 00:06:36,BSG_CUST26,successful,0 days 00:08:00
162,CUST16,2021-05-17 10:42:22,2021-05-17 11:13:22,BSG_CUST16,unsuccessful reservation,0 days 00:31:00
163,CUST25,2021-05-17 05:06:54,2021-05-17 05:25:54,BSG_CUST25,successful,0 days 00:19:00
164,CUST31,2021-05-15 01:15:16,2021-05-15 01:29:16,BSG_CUST31,successful,0 days 00:14:00
165,CUST16,2021-05-17 15:28:30,2021-05-17 16:07:30,BSG_CUST16,successful,0 days 00:39:00
166,CUST31,2021-05-15 04:13:59,2021-05-15 04:27:59,BSG_CUST31,unsuccessful reservation,0 days 00:14:00
167,CUST34,2021-05-15 11:35:47,2021-05-15 11:45:47,BSG_CUST34,successful,0 days 00:10:00
168,CUST17,2021-05-17 10:52:28,2021-05-17 11:25:28,BSG_CUST17,unsuccessful reservation,0 days 00:33:00
169,CUST27,2021-05-17 19:03:50,2021-05-17 19:37:50,BSG_CUST27,unsuccessful reservation,0 days 00:34:00
170,CUST31,2021-05-17 06:07:59,2021-05-17 06:18:59,BSG_CUST31,unsuccessful reservation,0 days 00:11:00
171,CUST26,2021-05-15 14:59:15,2021-05-15 15:37:15,BSG_CUST26,unsuccessful reservation,0 days 00:38:00
172,CUST31,2021-05-15 05:02:18,2021-05-15 05:13:18,BSG_CUST31,unsuccessful reservation,0 days 00:11:00
173,CUST34,2021-05-18 20:01:11,2021-05-18 20:38:11,BSG_CUST34,successful,0 days 00:37:00
174,CUST29,2021-05-16 02:05:32,2021-05-16 02:17:32,BSG_CUST29,successful,0 days 00:12:00
175,CUST29,2021-05-18 21:38:52,2021-05-18 22:07:52,BSG_CUST29,unsuccessful reservation,0 days 00:29:00
176,CUST33,2021-05-16 20:34:24,2021-05-16 20:56:24,BSG_CUST33,unsuccessful reservation,0 days 00:22:00
177,CUST28,2021-05-15 13:40:08,2021-05-15 13:53:08,BSG_CUST28,unsuccessful reservation,0 days 00:13:00
178,CUST17,2021-05-17 00:19:00,2021-05-17 00:38:00,BSG_CUST17,successful,0 days 00:19:00
179,CUST20,2021-05-18 10:42:56,2021-05-18 11:04:56,BSG_CUST20,unsuccessful reservation,0 days 00:22:00
180,CUST17,2021-05-18 16:49:24,2021-05-18 17:06:24,BSG_CUST17,successful,0 days 00:17:00
181,CUST33,2021-05-15 06:04:17,2021-05-15 06:37:17,BSG_CUST33,unsuccessful reservation,0 days 00:33:00
182,CUST30,2021-05-17 05:48:15,2021-05-17 06:03:15,BSG_CUST30,successful,0 days 00:15:00
183,CUST33,2021-05-18 06:25:47,2021-05-18 06:50:47,BSG_CUST33,unsuccessful reservation,0 days 00:25:00
184,CUST34,2021-05-15 05:02:49,2021-05-15 05:23:49,BSG_CUST34,successful,0 days 00:21:00
185,CUST34,2021-05-15 20:02:03,2021-05-15 20:32:03,BSG_CUST34,unsuccessful reservation,0 days 00:30:00
186,CUST21,2021-05-18 13:39:33,2021-05-18 14:11:33,BSG_CUST21,successful,0 days 00:32:00
187,CUST29,2021-05-18 05:34:56,2021-05-18 05:59:56,BSG_CUST29,successful,0 days 00:25:00
188,CUST27,2021-05-16 09:17:12,2021-05-16 09:29:12,BSG_CUST27,successful,0 days 00:12:00
189,CUST16,2021-05-15 03:09:59,2021-05-15 03:30:59,BSG_CUST16,unsuccessful reservation,0 days 00:21:00
190,CUST21,2021-05-18 01:31:50,2021-05-18 02:10:50,BSG_CUST21,unsuccessful reservation,0 days 00:39:00
191,CUST23,2021-05-16 08:41:39,2021-05-16 08:50:39,BSG_CUST23,unsuccessful reservation,0 days 00:09:00
192,CUST25,2021-05-17 22:58:22,2021-05-17 23:28:22,BSG_CUST25,unsuccessful reservation,0 days 00:30:00
193,CUST29,2021-05-18 16:48:43,2021-05-18 16:56:43,BSG_CUST29,unsuccessful reservation,0 days 00:08:00
194,CUST28,2021-05-16 01:20:12,2021-05-16 01:37:12,BSG_CUST28,unsuccessful reservation,0 days 00:17:00
195,CUST23,2021-05-17 23:40:00,2021-05-18 00:01:00,BSG_CUST23,successful,0 days 00:21:00
196,CUST21,2021-05-17 04:20:38,2021-05-17 04:38:38,BSG_CUST21,successful,0 days 00:18:00
197,CUST28,2021-05-17 22:39:04,2021-05-17 22:47:04,BSG_CUST28,successful,0 days 00:08:00
198,CUST31,2021-05-17 23:13:55,2021-05-17 23:41:55,BSG_CUST31,unsuccessful reservation,0 days 00:28:00
199,CUST18,2021-05-18 12:49:07,2021-05-18 13:28:07,BSG_CUST18,successful,0 days 00:39:00
200,CUST23,2021-05-18 03:23:33,2021-05-18 03:56:33,BSG_CUST23,unsuccessful reservation,0 days 00:33:00
201,CUST23,2021-05-17 02:23:58,2021-05-17 02:52:58,BSG_CUST23,successful,0 days 00:29:00
202,CUST23,2021-05-16 07:40:56,2021-05-16 07:50:56,BSG_CUST23,unsuccessful reservation,0 days 00:10:00
203,CUST31,2021-05-15 16:00:43,2021-05-15 16:19:43,BSG_CUST31,successful,0 days 00:19:00
204,CUST30,2021-05-17 02:57:21,2021-05-17 03:13:21,BSG_CUST30,successful,0 days 00:16:00
205,CUST31,2021-05-16 14:13:35,2021-05-16 14:18:35,BSG_CUST31,unsuccessful reservation,0 days 00:05:00
206,CUST23,2021-05-17 20:03:54,2021-05-17 20:22:54,BSG_CUST23,unsuccessful reservation,0 days 00:19:00
207,CUST26,2021-05-18 02:20:17,2021-05-18 02:50:17,BSG_CUST26,unsuccessful reservation,0 days 00:30:00
208,CUST28,2021-05-17 07:08:06,2021-05-17 07:44:06,BSG_CUST28,unsuccessful reservation,0 days 00:36:00
209,CUST30,2021-05-17 08:00:58,2021-05-17 08:31:58,BSG_CUST30,unsuccessful reservation,0 days 00:31:00
210,CUST21,2021-05-17 16:34:43,2021-05-17 17:08:43,BSG_CUST21,successful,0 days 00:34:00
211,CUST25,2021-05-18 15:45:47,2021-05-18 15:57:47,BSG_CUST25,successful,0 days 00:12:00
212,CUST29,2021-05-18 16:01:52,2021-05-18 16:12:52,BSG_CUST29,unsuccessful reservation,0 days 00:11:00
213,CUST27,2021-05-16 12:34:54,2021-05-16 12:43:54,BSG_CUST27,unsuccessful reservation,0 days 00:09:00
214,CUST26,2021-05-15 20:53:48,2021-05-15 21:25:48,BSG_CUST26,successful,0 days 00:32:00
215,CUST32,2021-05-18 10:46:22,2021-05-18 11:25:22,BSG_CUST32,successful,0 days 00:39:00
216,CUST27,2021-05-16 17:54:59,2021-05-16 18:23:59,BSG_CUST27,successful,0 days 00:29:00
217,CUST27,2021-05-15 07:19:06,2021-05-15 07:29:06,BSG_CUST27,successful,0 days 00:10:00
218,CUST18,2021-05-18 03:35:25,2021-05-18 04:09:25,BSG_CUST18,successful,0 days 00:34:00
219,CUST26,2021-05-17 04:03:23,2021-05-17 04:25:23,BSG_CUST26,successful,0 days 00:22:00
220,CUST24,2021-05-17 19:52:50,2021-05-17 20:14:50,BSG_CUST24,unsuccessful reservation,0 days 00:22:00
221,CUST29,2021-05-15 22:58:01,2021-05-15 23:06:01,BSG_CUST29,successful,0 days 00:08:00
222,CUST17,2021-05-15 11:31:57,2021-05-15 11:47:57,BSG_CUST17,unsuccessful reservation,0 days 00:16:00
223,CUST25,2021-05-18 13:55:58,2021-05-18 14:21:58,BSG_CUST25,successful,0 days 00:26:00
224,CUST32,2021-05-16 20:10:00,2021-05-16 20:42:00,BSG_CUST32,successful,0 days 00:32:00
225,CUST18,2021-05-16 19:27:53,2021-05-16 19:39:53,BSG_CUST18,unsuccessful reservation,0 days 00:12:00
226,CUST32,2021-05-16 15:31:49,2021-05-16 16:00:49,BSG_CUST32,successful,0 days 00:29:00
227,CUST24,2021-05-17 00:04:45,2021-05-17 00:20:45,BSG_CUST24,unsuccessful reservation,0 days 00:16:00
228,CUST19,2021-05-17 23:59:50,2021-05-18 00:37:50,BSG_CUST19,unsuccessful reservation,0 days 00:38:00
229,CUST32,2021-05-17 00:09:50,2021-05-17 00:33:50,BSG_CUST32,unsuccessful reservation,0 days 00:24:00
230,CUST28,2021-05-16 18:15:13,2021-05-16 18:24:13,BSG_CUST28,successful,0 days 00:09:00
231,CUST31,2021-05-15 13:12:10,2021-05-15 13:45:10,BSG_CUST31,successful,0 days 00:33:00
232,CUST24,2021-05-18 17:36:55,2021-05-18 17:41:55,BSG_CUST24,unsuccessful reservation,0 days 00:05:00
233,CUST29,2021-05-16 14:20:30,2021-05-16 14:37:30,BSG_CUST29,unsuccessful reservation,0 days 00:17:00
234,CUST23,2021-05-16 06:05:19,2021-05-16 06:35:19,BSG_CUST23,successful,0 days 00:30:00
235,CUST32,2021-05-16 10:32:33,2021-05-16 11:06:33,BSG_CUST32,successful,0 days 00:34:00
236,CUST20,2021-05-15 17:14:17,2021-05-15 17:40:17,BSG_CUST20,unsuccessful reservation,0 days 00:26:00
237,CUST25,2021-05-15 06:01:11,2021-05-15 06:20:11,BSG_CUST25,successful,0 days 00:19:00
